Total_Accidents,Total_Vehicles,Total_Casualties,Date_Range_Start,Date_Range_End,Casualties_Per_Accident,Avg_Vehicles_Per_Accident
101087,186443,128209,2021-01-01,2021-12-31,1.2683035405146061,1.8443815723090011
